Date,Day,Month,Day_of_Week,Is_Weekend,Day_Type,Is_Festival,Store_ID,Store_Type,Location_Type,Item_Name,Category,Units_Stocked,Units_Sold,Units_Remaining,Unit_Price,Discount,Revenue,Demand_Level,Suggested_Next_Stock,Store_Type_Encoded,Location_Type_Encoded,Category_Encoded,Day_Type_Encoded,Lag_1_Units_Sold,Lag_1_Revenue,Lag_7_Units_Sold,Lag_7_Revenue,Rolling_Mean_7d_Units_Sold,Rolling_Mean_7d_Revenue,Rolling_Std_7d_Units_Sold,Rolling_Std_7d_Revenue,Sell_Through_Ratio,Stock_Remaining_Ratio,Revenue_Per_Unit_Stocked,Discount_Applied,High_Demand_Flag,Low_Stock_Flag
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Rice,Non-Perishable,34,34,0,57.99,0.099,1776.71,High,42,1,2,0,0,4.0,706.81,13.0,603.53,15.285714285714286,605.1157142857139,16.59030124012499,578.587325989101,1.0,0.0,52.25617647058824,1,1,1
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,49,37,12,136.72,0.0,5058.5,Medium,45,1,2,0,0,34.0,1776.71,44.0,816.2,14.285714285714286,1211.158571428571,14.670995032310953,1790.0483778604805,0.7551020408163265,0.24489795918367346,103.23469387755102,0,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,40,19,21,26.26,0.0,499.03,Low,25,1,2,0,0,37.0,5058.5,9.0,295.53,15.714285714285714,1240.2299999999996,14.55694892155494,1774.2826980782922,0.475,0.525,12.47575,0,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,34,23,11,190.05,0.0,4371.06,Medium,30,1,2,0,0,19.0,499.03,8.0,339.61,17.857142857142858,1816.1514285714281,14.334440710267991,2063.8821113573667,0.6764705882352942,0.3235294117647059,128.56058823529412,0,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,41,30,11,9.66,0.137,250.1,Medium,38,1,2,0,0,23.0,4371.06,5.0,124.83,21.428571428571427,1834.0471428571425,13.69741025227199,2047.2486953446733,0.7317073170731707,0.2682926829268293,6.1,1,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Snacks,Non-Perishable,37,34,3,48.27,0.0,1641.3,High,42,1,2,0,0,30.0,250.1,3.0,176.12,25.857142857142858,2043.3585714285712,11.596386957849807,1920.4649373995207,0.918918918918919,0.08108108108108109,44.35945945945946,0,1,1
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Masala,Non-Perishable,57,36,21,101.29,0.0,3646.59,Medium,44,1,2,0,0,34.0,1641.3,4.0,706.81,30.428571428571427,2463.3271428571425,6.900655593423476,1900.8106681774327,0.631578947368421,0.3684210526315789,63.97526315789474,0,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Sugar,Non-Perishable,59,56,3,49.47,0.0,2770.25,High,66,1,2,0,0,36.0,3646.59,34.0,1776.71,33.57142857142857,2605.2614285714285,11.956269524913711,1877.9522680606879,0.9491525423728814,0.05084745762711865,46.95338983050848,0,1,1
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Salt,Non-Perishable,41,31,10,21.49,0.0,666.25,Medium,39,1,2,0,0,56.0,2770.25,37.0,5058.5,32.714285714285715,1977.7971428571425,11.8843634763539,1640.4081885079092,0.7560975609756098,0.24390243902439024,16.25,0,0,0
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Bread,Perishable,3,2,1,55.52,0.0,111.04,Medium,7,1,2,1,0,31.0,666.25,19.0,499.03,30.285714285714285,1922.3699999999994,16.131896827034765,1704.0226397165786,0.6666666666666666,0.3333333333333333,37.013333333333335,0,0,1
24-02-2025,24,2,0,0,Weekday,0,STORE_001,Small,Urban,Eggs,Perishable,4,3,1,49.34,0.097,133.65,Medium,8,1,2,1,0,2.0,111.04,23.0,4371.06,27.428571428571427,1317.0257142857138,19.129881885479058,1417.7742846078224,0.75,0.25,33.4125,1,0,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Milk,Perishable,7,7,0,33.49,0.0,234.4,High,12,1,2,1,0,3.0,133.65,30.0,250.1,24.142857142857142,1314.7828571428565,20.538001942972016,1419.754455128466,1.0,0.0,33.48571428571429,0,1,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Curd,Perishable,6,6,0,42.52,0.0,255.12,High,11,1,2,1,0,7.0,234.4,34.0,1641.3,20.142857142857142,1116.7571428571425,21.019265539250462,1462.645372760303,1.0,0.0,42.52,0,1,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Paneer,Perishable,3,2,1,198.05,0.0,396.09,Medium,7,1,2,1,0,6.0,255.12,36.0,3646.59,15.285714285714286,652.3999999999996,20.669738634972937,952.7069216710764,0.6666666666666666,0.3333333333333333,132.03,0,0,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Rice,Non-Perishable,61,31,30,54.32,0.096,1521.8,Medium,39,1,2,0,0,2.0,396.09,56.0,2770.25,11.714285714285714,474.0499999999996,13.313079855468931,498.9671919074208,0.5081967213114754,0.4918032786885246,24.947540983606558,1,0,0
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,47,36,11,107.33,0.0,3863.81,Medium,44,1,2,0,0,31.0,1521.8,31.0,666.25,12.428571428571429,930.8442857142853,14.59288802644557,1383.637382226723,0.7659574468085106,0.23404255319148937,82.20872340425532,0,0,0
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,39,35,4,35.21,0.0,1232.22,Medium,43,1,2,0,0,36.0,3863.81,2.0,111.04,17.142857142857142,1091.0128571428568,15.931400560199402,1337.0293494873097,0.8974358974358975,0.10256410256410256,31.595384615384617,0,0,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,72,44,28,171.36,0.0,7540.03,Medium,53,1,2,0,0,35.0,1232.22,3.0,133.65,23.0,2149.0671428571427,17.339742404853226,2694.5256619159895,0.6111111111111112,0.3888888888888889,104.72263888888888,0,0,0
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,37,37,0,17.04,0.0,630.59,High,45,1,2,0,0,44.0,7540.03,7.0,234.4,27.285714285714285,2205.665714285714,16.40847632286722,2651.4213180157853,1.0,0.0,17.042972972972972,0,1,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Snacks,Non-Perishable,25,23,2,51.08,0.067,1096.54,High,30,1,2,0,0,37.0,630.59,6.0,255.12,29.714285714285715,2325.868571428571,13.780593670258222,2565.9501233229275,0.92,0.08,43.861599999999996,1,1,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Masala,Non-Perishable,28,28,0,118.07,0.0,3305.99,High,35,1,2,0,0,23.0,1096.54,2.0,396.09,33.42857142857143,2741.568571428571,6.803360514166048,2433.500478127674,1.0,0.0,118.07107142857141,0,1,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Sugar,Non-Perishable,63,38,25,53.73,0.0,2041.59,Medium,46,1,2,0,0,28.0,3305.99,31.0,1521.8,34.42857142857143,2815.8242857142855,6.900655593423507,2397.7449376852487,0.6031746031746031,0.3968253968253968,32.406190476190474,0,0,0
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Salt,Non-Perishable,32,17,15,22.03,0.0,374.55,Medium,23,1,2,0,0,38.0,2041.59,36.0,3863.81,31.714285714285715,2317.358571428571,9.446591726019205,2503.9087549830856,0.53125,0.46875,11.7046875,0,0,0
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Bread,Perishable,4,2,2,49.66,0.0,99.32,Medium,7,1,2,1,0,17.0,374.55,35.0,1232.22,27.0,2155.515714285714,14.445299120013594,2619.674659570389,0.5,0.5,24.83,0,0,1
24-03-2025,24,3,0,0,Weekday,0,STORE_001,Small,Urban,Eggs,Perishable,4,4,0,49.3,0.0,197.18,High,9,1,2,1,0,2.0,99.32,44.0,7540.03,21.285714285714285,1106.5371428571425,14.511079510891905,1177.2683286279566,1.0,0.0,49.295,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Milk,Perishable,3,3,0,29.06,0.0,87.17,High,8,1,2,1,1,4.0,197.18,37.0,630.59,16.428571428571427,1028.9057142857139,14.057704208690886,1230.5934560048217,1.0,0.0,29.05666666666667,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Curd,Perishable,12,12,0,48.3,0.0,579.6,High,18,1,2,1,1,3.0,87.17,23.0,1096.54,14.857142857142858,955.0571428571424,13.813382055438902,1241.3223776509988,1.0,0.0,48.300000000000004,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Paneer,Perishable,5,3,2,199.97,0.0,599.9,Medium,8,1,2,1,1,12.0,579.6,28.0,3305.99,11.285714285714286,568.4728571428567,13.06029971215921,682.9356850078389,0.6,0.4,119.97999999999999,0,0,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Rice,Non-Perishable,38,38,0,72.41,0.0,2751.73,High,46,1,2,0,1,3.0,599.9,38.0,2041.59,11.285714285714286,669.9214285714281,13.06029971215921,941.8865683550239,1.0,0.0,72.41394736842105,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,50,50,0,104.23,0.072,4834.0,High,60,1,2,0,1,38.0,2751.73,17.0,374.55,16.0,1306.985714285714,19.723082923315964,1813.5715951850077,1.0,0.0,96.68,1,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,29,22,7,32.02,0.0,704.43,Medium,29,1,2,0,1,50.0,4834.0,2.0,99.32,18.857142857142858,1393.4299999999996,18.783224531733676,1760.0454631817486,0.7586206896551724,0.2413793103448276,24.29068965517241,0,0,0
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,38,38,0,123.73,0.0,4701.92,High,46,1,2,0,1,22.0,704.43,4.0,197.18,23.714285714285715,2036.964285714285,18.696829372153637,2049.4998403745317,1.0,0.0,123.73473684210526,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,43,40,3,15.22,0.0,608.93,High,49,1,2,0,1,38.0,4701.92,3.0,87.17,29.0,2111.5014285714283,17.019596548292956,1974.9004717152068,0.9302325581395349,0.06976744186046512,14.161162790697674,0,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Snacks,Non-Perishable,35,29,6,68.64,0.0,1990.45,Medium,36,1,2,0,1,40.0,608.93,12.0,579.6,31.428571428571427,2313.051428571428,15.3172793804594,1861.2256661980248,0.8285714285714286,0.17142857142857143,56.870000000000005,0,0,0
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Masala,Non-Perishable,29,24,5,111.53,0.0,2676.67,Medium,31,1,2,0,1,29.0,1990.45,3.0,599.9,34.42857142857143,2609.7328571428566,9.930712341974615,1701.2817443005947,0.8275862068965517,0.1724137931034483,92.29896551724138,0,0,0
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Sugar,Non-Perishable,50,38,12,54.93,0.067,1947.65,Medium,46,1,2,0,1,24.0,2676.67,38.0,2751.73,34.42857142857143,2494.8642857142854,9.930712341974615,1717.16745646095,0.76,0.24,38.953,1,0,0
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Salt,Non-Perishable,16,13,3,21.72,0.0,282.33,Medium,19,1,2,0,1,38.0,1947.65,50.0,4834.0,29.142857142857142,1844.625714285714,10.106574946185084,1536.0156855954406,0.8125,0.1875,17.645625,0,0,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Bread,Perishable,12,12,0,45.66,0.069,509.96,High,18,1,2,1,1,13.0,282.33,22.0,704.43,27.714285714285715,1816.8442857142854,11.842216652219044,1561.620353242714,1.0,0.0,42.49666666666666,1,1,1
25-01-2025,25,1,5,1,Weekend,0,STORE_001,Small,Urban,Eggs,Perishable,6,4,2,49.8,0.0,199.22,Medium,9,1,2,1,1,12.0,509.96,38.0,4701.92,22.857142857142858,1173.6014285714282,13.740797786501417,1002.3859540853556,0.6666666666666666,0.3333333333333333,33.20333333333333,0,0,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Milk,Perishable,6,3,3,29.37,0.0,88.1,Medium,8,1,2,1,0,4.0,199.22,40.0,608.93,17.571428571428573,1099.1971428571426,13.15113610880744,1068.4391380843672,0.5,0.5,14.683333333333332,0,0,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Curd,Perishable,12,12,0,50.29,0.0,603.48,High,18,1,2,1,0,3.0,88.1,29.0,1990.45,15.142857142857142,901.058571428571,12.226045578034961,1002.1613914173741,1.0,0.0,50.29,0,1,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Paneer,Perishable,7,4,3,228.62,0.0,914.49,Medium,9,1,2,1,0,12.0,603.48,24.0,2676.67,12.285714285714286,649.3185714285711,12.147898113312692,636.3617932546492,0.5714285714285714,0.42857142857142855,130.64142857142858,0,0,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Rice,Non-Perishable,60,58,2,51.23,0.0,2971.29,High,68,1,2,0,0,4.0,914.49,38.0,1947.65,15.142857142857142,795.5528571428567,19.394402727149266,998.8271074901455,0.9666666666666667,0.03333333333333333,49.521499999999996,0,1,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,52,37,15,126.28,0.108,4166.3,Medium,45,1,2,0,0,58.0,2971.29,13.0,282.33,18.571428571428573,1350.4057142857139,21.0068016196115,1577.4156233309477,0.7115384615384616,0.28846153846153844,80.12115384615385,1,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,44,41,3,38.27,0.0,1569.02,High,50,1,2,0,0,37.0,4166.3,12.0,509.96,22.714285714285715,1501.6999999999996,22.313779641843745,1533.5500086074765,0.9318181818181818,0.06818181818181818,35.65954545454545,0,1,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,30,22,8,138.03,0.0,3036.69,Medium,29,1,2,0,0,41.0,1569.02,4.0,199.22,25.285714285714285,1907.0528571428567,20.78231849204416,1506.66393905779,0.7333333333333333,0.26666666666666666,101.223,0,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,42,36,6,29.14,0.0,1048.96,Medium,44,1,2,0,0,22.0,3036.69,3.0,88.1,30.0,2044.3185714285707,18.502252115170535,1348.83023840942,0.8571428571428571,0.14285714285714285,24.975238095238097,0,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Snacks,Non-Perishable,59,45,14,78.16,0.0,3517.38,Medium,54,1,2,0,0,36.0,1048.96,12.0,603.48,34.714285714285715,2460.5899999999997,17.317758570460597,1277.8222972437636,0.7627118644067796,0.23728813559322035,59.61661016949153,0,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Masala,Non-Perishable,25,17,8,70.94,0.0,1206.01,Medium,23,1,2,0,0,45.0,3517.38,4.0,914.49,36.57142857142857,2502.235714285714,13.818552057013088,1222.5917925846036,0.68,0.32,48.2404,0,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Sugar,Non-Perishable,30,16,14,57.13,0.0,914.03,Medium,22,1,2,0,0,17.0,1206.01,58.0,2971.29,30.571428571428573,2208.341428571428,11.956269524913703,1333.3012073724929,0.5333333333333333,0.4666666666666667,30.467666666666666,0,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Salt,Non-Perishable,33,22,11,22.46,0.072,458.49,Medium,29,1,2,0,0,16.0,914.03,37.0,4166.3,28.428571428571427,1678.6542857142854,11.956269524913695,1149.6776089387972,0.6666666666666666,0.3333333333333333,13.893636363636364,1,0,0
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Bread,Perishable,9,7,2,48.72,0.0,341.02,Medium,12,1,2,1,0,22.0,458.49,41.0,1569.02,23.571428571428573,1503.2257142857138,12.869306415617206,1257.8004046066142,0.7777777777777778,0.2222222222222222,37.89111111111111,0,0,1
25-02-2025,25,2,1,0,Weekday,0,STORE_001,Small,Urban,Eggs,Perishable,9,8,1,34.87,0.0,278.96,Medium,13,1,2,1,0,7.0,341.02,22.0,3036.69,21.571428571428573,1109.2642857142853,14.175767384955897,1121.995671424461,0.8888888888888888,0.1111111111111111,30.995555555555555,0,0,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Milk,Perishable,11,9,2,30.15,0.0,271.32,Medium,14,1,2,1,0,8.0,278.96,36.0,1048.96,17.714285714285715,998.1728571428567,13.237752650585872,1166.574086855952,0.8181818181818182,0.18181818181818182,24.665454545454544,0,0,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Curd,Perishable,7,3,4,50.95,0.0,152.84,Low,8,1,2,1,0,9.0,271.32,45.0,3517.38,11.714285714285714,517.5242857142854,6.725927091345308,390.80947339493184,0.42857142857142855,0.5714285714285714,21.834285714285716,0,0,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Paneer,Perishable,8,8,0,209.65,0.0,1677.2,High,13,1,2,1,0,3.0,152.84,17.0,1206.01,10.428571428571429,584.8371428571425,6.399404734221641,540.9113151806517,1.0,0.0,209.65,0,1,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Rice,Non-Perishable,33,21,12,74.3,0.0,1560.4,Medium,28,1,2,0,0,8.0,1677.2,16.0,914.03,11.142857142857142,677.175714285714,7.335497516155347,650.5357246110507,0.6363636363636364,0.36363636363636365,47.28484848484849,0,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,62,57,5,121.76,0.0,6940.31,High,67,1,2,0,0,21.0,1560.4,22.0,458.49,16.142857142857142,1603.1499999999996,18.854076229722533,2439.8158867900925,0.9193548387096774,0.08064516129032258,111.94048387096775,0,1,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,53,28,25,43.07,0.096,1090.61,Medium,35,1,2,0,0,57.0,6940.31,7.0,341.02,19.142857142857142,1710.2342857142853,18.827538088560292,2391.1526221180234,0.5283018867924528,0.4716981132075472,20.577547169811318,1,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,63,46,17,147.45,0.0,6782.74,Medium,55,1,2,0,0,28.0,1090.61,8.0,278.96,24.571428571428573,2639.345714285714,20.484605137005843,2942.3544140470067,0.7301587301587301,0.2698412698412698,107.66253968253967,0,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,31,17,14,15.4,0.0,261.86,Medium,23,1,2,0,0,46.0,6782.74,9.0,271.32,25.714285714285715,2637.9942857142855,19.678366172985346,2943.625223562816,0.5483870967741935,0.45161290322580644,8.447096774193549,0,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Snacks,Non-Perishable,28,27,1,45.18,0.0,1219.76,High,34,1,2,0,0,17.0,261.86,3.0,152.84,29.142857142857142,2790.411428571428,16.964949861686087,2818.4616521572457,0.9642857142857143,0.03571428571428571,43.56285714285714,0,1,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Masala,Non-Perishable,62,38,24,81.41,0.0,3093.42,Medium,46,1,2,0,0,27.0,1219.76,8.0,1677.2,33.42857142857143,2992.7285714285713,14.316158037419825,2775.740304666058,0.6129032258064516,0.3870967741935484,49.89387096774194,0,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Sugar,Non-Perishable,27,23,4,59.19,0.0,1361.32,Medium,30,1,2,0,0,38.0,3093.42,21.0,1560.4,33.714285714285715,2964.288571428571,14.044148078046408,2793.822721317088,0.8518518518518519,0.14814814814814814,50.419259259259256,0,0,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Salt,Non-Perishable,46,30,16,23.44,0.0,703.07,Medium,38,1,2,0,0,23.0,1361.32,57.0,6940.31,29.857142857142858,2073.254285714285,9.581728644118597,2257.5591807662313,0.6521739130434783,0.34782608695652173,15.28413043478261,0,0,0
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Bread,Perishable,3,2,1,52.65,0.0,105.3,Medium,7,1,2,1,0,30.0,703.07,28.0,1090.61,26.142857142857142,1932.4957142857136,14.29951714136492,2357.5412395958697,0.6666666666666666,0.3333333333333333,35.1,0,0,1
25-03-2025,25,3,1,0,Weekday,0,STORE_001,Small,Urban,Eggs,Perishable,5,2,3,38.22,0.0,76.44,Low,7,1,2,1,0,2.0,105.3,46.0,6782.74,19.857142857142858,974.4528571428566,13.777137721947977,1067.9540056374751,0.4,0.6,15.288,0,0,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Milk,Perishable,15,12,3,28.71,0.0,344.49,Medium,18,1,2,1,1,2.0,76.44,17.0,261.86,19.142857142857142,986.2571428571424,14.076322571710808,1059.1855190147103,0.8,0.2,22.966,0,0,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Curd,Perishable,9,9,0,47.62,0.0,428.61,High,14,1,2,1,1,12.0,344.49,27.0,1219.76,16.571428571428573,873.2357142857137,14.045843309880402,1072.246367101278,1.0,0.0,47.623333333333335,0,1,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Paneer,Perishable,5,5,0,186.65,0.0,933.27,High,10,1,2,1,1,9.0,428.61,38.0,3093.42,11.857142857142858,564.6428571428567,10.823255385643197,466.557003152303,1.0,0.0,186.654,0,1,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Rice,Non-Perishable,44,36,8,68.23,0.0,2456.15,Medium,44,1,2,0,1,5.0,933.27,23.0,1361.32,13.714285714285714,721.0471428571424,13.768494056047889,824.4110342685817,0.8181818181818182,0.18181818181818182,55.82159090909091,0,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,55,55,0,123.23,0.0,6777.9,High,65,1,2,0,1,36.0,2456.15,30.0,703.07,17.285714285714285,1588.8799999999994,20.36102719833718,2432.1159374914655,1.0,0.0,123.23454545454545,0,1,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,58,30,28,25.27,0.0,758.18,Medium,38,1,2,0,1,55.0,6777.9,2.0,105.3,21.285714285714285,1682.1485714285707,19.59348774222599,2377.6489539418853,0.5172413793103449,0.4827586206896552,13.072068965517241,0,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Cooking Oil,Non-Perishable,19,14,5,138.51,0.07,1804.01,Medium,20,1,2,0,1,30.0,758.18,2.0,76.44,23.0,1928.9442857142851,18.092355660149167,2270.443444512231,0.7368421052631579,0.2631578947368421,94.9478947368421,1,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Biscuits,Non-Perishable,26,23,3,12.91,0.0,296.92,Medium,30,1,2,0,1,14.0,1804.01,12.0,344.49,24.571428571428573,1922.1485714285707,17.44378726898814,2276.040612624098,0.8846153846153846,0.11538461538461539,11.42,0,0,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Snacks,Non-Perishable,32,28,4,59.23,0.0,1658.35,Medium,35,1,2,0,1,23.0,296.92,9.0,428.61,27.285714285714285,2097.8257142857137,16.038643809190784,2187.2760926996007,0.875,0.125,51.8234375,0,0,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Masala,Non-Perishable,32,20,12,83.97,0.0,1679.4,Medium,27,1,2,0,1,28.0,1658.35,5.0,933.27,29.428571428571427,2204.4157142857134,13.339879345495588,2138.707565492588,0.625,0.375,52.48125,0,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Sugar,Non-Perishable,50,41,9,43.01,0.0,1763.41,Medium,50,1,2,0,1,20.0,1679.4,36.0,2456.15,30.142857142857142,2105.4528571428564,13.873578863299453,2141.1438011781934,0.82,0.18,35.2682,0,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Salt,Non-Perishable,40,35,5,22.06,0.0,772.12,Medium,43,1,2,0,1,41.0,1763.41,55.0,6777.9,27.285714285714285,1247.484285714285,9.159954252329022,619.1693874553986,0.875,0.125,19.303,0,0,0
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Bread,Perishable,6,4,2,31.32,0.0,125.3,Medium,9,1,2,1,1,35.0,772.12,30.0,758.18,23.571428571428573,1157.0728571428565,12.52806373516591,737.4374193044888,0.6666666666666666,0.3333333333333333,20.883333333333333,0,0,1
26-01-2025,26,1,6,1,Weekend,0,STORE_001,Small,Urban,Eggs,Perishable,4,4,0,47.61,0.0,190.45,High,9,1,2,1,1,4.0,125.3,14.0,1804.01,22.142857142857142,926.5642857142851,14.252819269984984,753.522434411804,1.0,0.0,47.6125,0,1,1
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Milk,Perishable,9,6,3,23.0,0.0,137.99,Medium,11,1,2,1,0,4.0,190.45,23.0,296.92,19.714285714285715,903.8599999999994,15.478095120893478,777.6637491443972,0.6666666666666666,0.3333333333333333,15.332222222222223,0,0,1
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Curd,Perishable,5,4,1,57.05,0.09,207.65,Medium,9,1,2,1,0,6.0,137.99,28.0,1658.35,16.285714285714285,696.6171428571423,15.98660153289079,735.2291515283708,0.8,0.2,41.53,1,0,1
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Paneer,Perishable,9,6,3,219.28,0.0,1315.71,Medium,11,1,2,1,0,4.0,207.65,20.0,1679.4,14.285714285714286,644.6614285714279,16.316804075495074,663.5622903799391,0.6666666666666666,0.3333333333333333,146.19,0,0,1
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Rice,Non-Perishable,55,40,15,78.89,0.0,3155.57,Medium,49,1,2,0,0,6.0,1315.71,41.0,1763.41,14.142857142857142,843.5414285714279,16.046064641406247,1111.9112814193431,0.7272727272727273,0.2727272727272727,57.374,0,0,0
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Toor Dal,Non-Perishable,34,20,14,146.54,0.0,2930.7,Medium,27,1,2,0,0,40.0,3155.57,35.0,772.12,12.0,1151.9099999999994,13.613718571107988,1360.3658721951688,0.5882352941176471,0.4117647058823529,86.1970588235294,0,0,0
26-02-2025,26,2,2,0,Weekday,0,STORE_001,Small,Urban,Wheat Flour,Non-Perishable,57,49,8,35.37,0.0,1733.27,Medium,58,1,2,0,0,20.0,2930.7,4.0,125.3,18.428571428571427,1381.6199999999994,18.831331541318193,1292.1723573244103,0.8596491228070176,0.14035087719298245,30.40824561403509,0,0,0
